cliente_id,mes,puntos_ganados_total,puntos_canjeados_total,cantidad_canjes,puntos_saldo_fin_mes
223179.0,2022-10,0.0,0.0,0,7789.0
223179.0,2022-11,0.0,0.0,0,7839.0
223179.0,2022-12,0.0,0.0,0,7895.0
223179.0,2023-01,0.0,0.0,0,7895.0
223179.0,2023-02,0.0,0.0,0,7895.0
223179.0,2023-03,0.0,0.0,0,8010.0
223179.0,2023-04,0.0,0.0,0,8010.0
223179.0,2023-05,0.0,0.0,0,8010.0
223179.0,2023-06,0.0,5430.0,1,2893.0
223179.0,2023-07,0.0,0.0,0,2920.0
223179.0,2023-08,0.0,0.0,0,2920.0
223179.0,2023-09,3078.0,0.0,0,6100.0
223179.0,2023-10,400.0,0.0,0,6559.0
223181.0,2022-08,0.0,0.0,0,735.0
223181.0,2022-09,0.0,0.0,0,886.0
223181.0,2022-10,0.0,0.0,0,1221.0
223181.0,2022-11,744.0,2080.0,1,350.0
223181.0,2022-12,0.0,0.0,0,1083.0
223181.0,2023-01,416.0,0.0,0,1725.0
223181.0,2023-02,0.0,0.0,0,2913.0
223181.0,2023-03,0.0,3040.0,1,363.0
223181.0,2023-04,250.0,0.0,0,751.0
223181.0,2023-05,250.0,0.0,0,1178.0
223181.0,2023-06,0.0,0.0,0,1267.0
223181.0,2023-07,0.0,0.0,0,1386.0
223181.0,2023-08,0.0,0.0,0,1677.0
223181.0,2023-09,400.0,0.0,0,2303.0
223181.0,2023-10,0.0,0.0,0,2657.0
226191.0,2022-08,0.0,0.0,0,8394.0
226191.0,2022-09,0.0,0.0,0,8650.0
226191.0,2022-10,0.0,0.0,0,8650.0
226191.0,2022-11,0.0,0.0,0,8650.0
226191.0,2022-12,0.0,0.0,0,9439.0
226191.0,2023-01,0.0,0.0,0,9439.0
226191.0,2023-02,0.0,9045.0,1,824.0
226191.0,2023-03,1657.0,0.0,0,2527.0
226191.0,2023-04,0.0,2495.0,1,105.0
226191.0,2023-05,0.0,0.0,0,105.0
226191.0,2023-06,2325.0,0.0,0,2589.0
226191.0,2023-07,4362.0,0.0,0,7317.0
226191.0,2023-08,7581.0,3740.0,1,11249.0
226191.0,2023-09,3152.0,10615.0,1,3928.0
226191.0,2023-10,0.0,0.0,0,4038.0
229283.0,2022-08,0.0,0.0,0,0.0
229283.0,2022-09,641.0,6860.0,1,1333.0
229283.0,2022-10,0.0,0.0,0,1333.0
229283.0,2022-11,0.0,0.0,0,1542.0
229283.0,2022-12,0.0,0.0,0,1542.0
229283.0,2023-01,0.0,0.0,0,1542.0
229283.0,2023-02,0.0,0.0,0,1542.0
229283.0,2023-03,0.0,0.0,0,1701.0
229283.0,2023-04,0.0,0.0,0,1701.0
229283.0,2023-05,0.0,0.0,0,1701.0
229283.0,2023-06,0.0,0.0,0,2051.0
229283.0,2023-07,0.0,0.0,0,2093.0
229283.0,2023-08,0.0,0.0,0,2128.0
229283.0,2023-09,3078.0,0.0,0,5364.0
229283.0,2023-10,0.0,0.0,0,5439.0
230077.0,2022-08,0.0,0.0,0,2450.0
230077.0,2022-09,0.0,0.0,0,2450.0
230077.0,2022-10,0.0,0.0,0,2707.0
230077.0,2022-11,0.0,0.0,0,2772.0
230077.0,2022-12,962.0,0.0,0,3774.0
230077.0,2023-01,0.0,2175.0,1,1907.0
230077.0,2023-02,0.0,0.0,0,2069.0
230077.0,2023-03,0.0,0.0,0,2069.0
230077.0,2023-04,0.0,0.0,0,2311.0
230077.0,2023-05,0.0,0.0,0,2398.0
230077.0,2023-06,3220.0,0.0,0,5721.0
230077.0,2023-07,0.0,0.0,0,6240.0
230077.0,2023-08,2241.0,6803.0,2,4841.0
230077.0,2023-09,1440.0,4490.0,1,2274.0
230077.0,2023-10,0.0,0.0,0,2274.0
231769.0,2022-08,0.0,0.0,0,7114.0
231769.0,2022-09,0.0,0.0,0,7884.0
231769.0,2022-10,0.0,0.0,0,8954.0
231769.0,2022-11,0.0,0.0,0,10314.0
231769.0,2022-12,0.0,0.0,0,10932.0
231769.0,2023-01,0.0,0.0,0,10932.0
231769.0,2023-02,0.0,0.0,0,11229.0
231769.0,2023-03,0.0,0.0,0,11229.0
231769.0,2023-04,0.0,0.0,0,12385.0
231769.0,2023-05,0.0,0.0,0,12385.0
231769.0,2023-06,0.0,0.0,0,12385.0
231769.0,2023-07,0.0,0.0,0,12385.0
231769.0,2023-08,0.0,0.0,0,12385.0
231769.0,2023-09,0.0,0.0,0,12385.0
231769.0,2023-10,0.0,0.0,0,12385.0
235701.0,2022-08,0.0,0.0,0,4067.0
235701.0,2022-09,0.0,0.0,0,4067.0
235701.0,2022-10,0.0,0.0,0,4067.0
235701.0,2022-11,0.0,0.0,0,4116.0
235701.0,2022-12,0.0,0.0,0,4200.0
235701.0,2023-01,0.0,0.0,0,4200.0
235701.0,2023-02,0.0,2856.0,1,1344.0
235701.0,2023-03,0.0,0.0,0,1485.0
235701.0,2023-04,0.0,0.0,0,1598.0
235701.0,2023-05,0.0,0.0,0,1598.0
235701.0,2023-06,0.0,0.0,0,1713.0
235701.0,2023-07,0.0,0.0,0,1818.0
235701.0,2023-08,0.0,0.0,0,1818.0
235701.0,2023-09,0.0,0.0,0,1818.0
235701.0,2023-10,0.0,0.0,0,1818.0
235937.0,2022-08,1911.0,2636.0,1,906.0
235937.0,2022-09,0.0,0.0,0,906.0
235937.0,2022-10,2091.0,4952.0,3,1832.0
235937.0,2022-11,2195.0,7180.0,2,922.0
235937.0,2022-12,0.0,0.0,0,2986.0
235937.0,2023-01,421.0,3638.0,1,1323.0
235937.0,2023-02,4314.0,1874.0,1,5658.0
235937.0,2023-03,0.0,0.0,0,5658.0
235937.0,2023-04,576.0,3040.0,1,1456.0
235937.0,2023-05,5894.0,0.0,0,8091.0
235937.0,2023-06,5635.0,13060.0,2,1272.0
235937.0,2023-07,3382.0,3445.0,1,1921.0
235937.0,2023-08,14226.0,7080.0,1,13534.0
235937.0,2023-09,11531.0,0.0,0,26962.0
235937.0,2023-10,12238.0,0.0,0,40583.0
238571.0,2022-08,0.0,0.0,0,0.0
238571.0,2022-09,682.0,6860.0,1,2537.0
238571.0,2022-10,0.0,2872.0,2,2206.0
238571.0,2022-11,0.0,0.0,0,4737.0
238571.0,2022-12,953.0,6776.0,2,5875.0
238571.0,2023-01,19689.0,5457.0,1,22865.0
238571.0,2023-02,0.0,17152.0,1,12602.0
238571.0,2023-03,0.0,0.0,0,12602.0
238571.0,2023-04,0.0,0.0,0,16198.0
238571.0,2023-05,250.0,6960.0,1,10530.0
238571.0,2023-06,4456.0,0.0,0,16716.0
238571.0,2023-07,0.0,0.0,0,17747.0
238571.0,2023-08,21561.0,22710.0,1,18180.0
238571.0,2023-09,16508.0,0.0,0,36378.0
238571.0,2023-10,0.0,0.0,0,37989.0
239789.0,2022-08,1335.0,0.0,0,3599.0
239789.0,2022-09,320.0,3136.0,1,1553.0
239789.0,2022-10,0.0,0.0,0,2400.0
239789.0,2022-11,370.0,0.0,0,3144.0
239789.0,2022-12,0.0,0.0,0,3144.0
239789.0,2023-01,0.0,1819.0,1,2729.0
239789.0,2023-02,672.0,2220.0,1,5621.0
239789.0,2023-03,0.0,0.0,0,5621.0
239789.0,2023-04,200.0,0.0,0,5952.0
239789.0,2023-05,250.0,4467.0,1,2205.0
239789.0,2023-06,0.0,0.0,0,2268.0
239789.0,2023-07,200.0,0.0,0,3673.0
239789.0,2023-08,2389.0,0.0,0,6260.0
239789.0,2023-09,10965.0,21295.0,2,18037.0
239789.0,2023-10,0.0,17615.0,1,509.0
244993.0,2022-08,616.0,4315.0,1,808.0
244993.0,2022-09,0.0,0.0,0,808.0
244993.0,2022-10,0.0,0.0,0,808.0
244993.0,2022-11,0.0,0.0,0,4268.0
244993.0,2022-12,0.0,0.0,0,4268.0
244993.0,2023-01,0.0,0.0,0,4268.0
244993.0,2023-02,0.0,4260.0,2,1468.0
244993.0,2023-03,0.0,3415.0,1,2396.0
244993.0,2023-04,0.0,2319.0,1,1424.0
244993.0,2023-05,0.0,0.0,0,1424.0
244993.0,2023-06,0.0,2995.0,1,1734.0
244993.0,2023-07,250.0,9972.0,2,1133.0
244993.0,2023-08,3354.0,17474.0,2,805.0
244993.0,2023-09,0.0,0.0,0,2848.0
244993.0,2023-10,7559.0,10650.0,2,2216.0
247633.0,2022-08,1258.0,4400.0,1,3066.0
247633.0,2022-09,0.0,0.0,0,3066.0
247633.0,2022-10,373.0,0.0,0,4417.0
247633.0,2022-11,719.0,0.0,0,5240.0
247633.0,2022-12,1063.0,0.0,0,6362.0
247633.0,2023-01,0.0,0.0,0,6389.0
247633.0,2023-02,657.0,4361.0,1,2751.0
247633.0,2023-03,1237.0,2319.0,1,2172.0
247633.0,2023-04,0.0,0.0,0,2226.0
247633.0,2023-05,250.0,0.0,0,2642.0
247633.0,2023-06,3378.0,0.0,0,6164.0
247633.0,2023-07,2882.0,8553.0,2,584.0
247633.0,2023-08,4186.0,6603.0,1,4492.0
247633.0,2023-09,0.0,0.0,0,4605.0
247633.0,2023-10,0.0,0.0,0,4605.0
248141.0,2022-08,616.0,0.0,0,2398.0
248141.0,2022-09,2955.0,2140.0,1,3620.0
248141.0,2022-10,373.0,0.0,0,4273.0
248141.0,2022-11,2195.0,0.0,0,6808.0
248141.0,2022-12,481.0,14300.0,5,1658.0
248141.0,2023-01,0.0,0.0,0,1658.0
248141.0,2023-02,0.0,0.0,0,1836.0
248141.0,2023-03,0.0,0.0,0,1960.0
248141.0,2023-04,0.0,0.0,0,2063.0
248141.0,2023-05,450.0,0.0,0,2631.0
248141.0,2023-06,2242.0,0.0,0,5066.0
248141.0,2023-07,0.0,3440.0,1,1708.0
248141.0,2023-08,0.0,0.0,0,1872.0
248141.0,2023-09,0.0,0.0,0,2194.0
248141.0,2023-10,0.0,0.0,0,2449.0
248185.0,2022-08,0.0,0.0,0,787.0
248185.0,2022-09,641.0,0.0,0,1603.0
248185.0,2022-10,740.0,1436.0,1,1029.0
248185.0,2022-11,0.0,0.0,0,1310.0
248185.0,2022-12,0.0,0.0,0,1336.0
248185.0,2023-01,0.0,0.0,0,1423.0
248185.0,2023-02,0.0,0.0,0,1487.0
248185.0,2023-03,0.0,0.0,0,1617.0
248185.0,2023-04,0.0,0.0,0,1692.0
248185.0,2023-05,250.0,0.0,0,1976.0
248185.0,2023-06,0.0,0.0,0,1976.0
248185.0,2023-07,0.0,0.0,0,1976.0
248185.0,2023-08,450.0,0.0,0,2523.0
248185.0,2023-09,0.0,0.0,0,2523.0
248185.0,2023-10,400.0,0.0,0,3025.0
248587.0,2022-08,0.0,0.0,0,0.0
248587.0,2022-09,0.0,0.0,0,0.0
248587.0,2022-10,0.0,0.0,0,0.0
248587.0,2022-11,0.0,0.0,0,0.0
248587.0,2022-12,962.0,0.0,0,1855.0
248587.0,2023-01,697.0,0.0,0,2579.0
248587.0,2023-02,0.0,0.0,0,2648.0
248587.0,2023-03,0.0,0.0,0,2648.0
248587.0,2023-04,717.0,2495.0,1,894.0
248587.0,2023-05,0.0,0.0,0,894.0
248587.0,2023-06,0.0,0.0,0,894.0
248587.0,2023-07,0.0,0.0,0,894.0
248587.0,2023-08,0.0,0.0,0,921.0
248587.0,2023-09,400.0,0.0,0,1391.0
248587.0,2023-10,0.0,0.0,0,1391.0
248745.0,2022-08,1911.0,0.0,0,4734.0
248745.0,2022-09,0.0,0.0,0,4734.0
248745.0,2022-10,0.0,0.0,0,4734.0
248745.0,2022-11,370.0,0.0,0,5218.0
248745.0,2022-12,962.0,4749.0,1,6329.0
248745.0,2023-01,0.0,3250.0,1,3183.0
248745.0,2023-02,0.0,2800.0,1,3183.0
248745.0,2023-03,0.0,2319.0,1,3183.0
248745.0,2023-04,0.0,0.0,0,3264.0
248745.0,2023-05,250.0,0.0,0,3538.0
248745.0,2023-06,2008.0,2840.0,1,2794.0
248745.0,2023-07,0.0,2489.0,1,2794.0
248745.0,2023-08,2824.0,7533.0,2,1913.0
248745.0,2023-09,750.0,0.0,0,2845.0
248745.0,2023-10,0.0,0.0,0,2845.0
248901.0,2022-08,616.0,8178.0,1,1272.0
248901.0,2022-09,0.0,0.0,0,1378.0
248901.0,2022-10,373.0,0.0,0,1950.0
248901.0,2022-11,0.0,0.0,0,2241.0
248901.0,2022-12,481.0,0.0,0,3189.0
248901.0,2023-01,0.0,0.0,0,3294.0
248901.0,2023-02,0.0,0.0,0,3599.0
248901.0,2023-03,0.0,0.0,0,3918.0
248901.0,2023-04,0.0,0.0,0,4007.0
248901.0,2023-05,814.0,0.0,0,4942.0
248901.0,2023-06,2522.0,10750.0,1,2920.0
248901.0,2023-07,0.0,0.0,0,3071.0
248901.0,2023-08,500.0,0.0,0,3820.0
248901.0,2023-09,3677.0,0.0,0,7726.0
248901.0,2023-10,3269.0,0.0,0,11087.0
248905.0,2022-08,616.0,3500.0,1,885.0
248905.0,2022-09,2688.0,3585.0,1,628.0
248905.0,2022-10,373.0,0.0,0,1195.0
248905.0,2022-11,2463.0,5370.0,1,808.0
248905.0,2022-12,481.0,0.0,0,1447.0
248905.0,2023-01,697.0,0.0,0,2334.0
248905.0,2023-02,723.0,2175.0,1,1118.0
248905.0,2023-03,0.0,0.0,0,1340.0
248905.0,2023-04,250.0,0.0,0,1800.0
248905.0,2023-05,0.0,0.0,0,1901.0
248905.0,2023-06,0.0,0.0,0,3468.0
248905.0,2023-07,250.0,0.0,0,3973.0
248905.0,2023-08,4904.0,0.0,0,9136.0
248905.0,2023-09,544.0,0.0,0,9927.0
248905.0,2023-10,0.0,0.0,0,10077.0
249075.0,2022-08,1335.0,0.0,0,2858.0
249075.0,2022-09,970.0,3260.0,1,1442.0
249075.0,2022-10,0.0,0.0,0,1544.0
249075.0,2022-11,719.0,0.0,0,2753.0
249075.0,2022-12,0.0,2859.0,1,1248.0
249075.0,2023-01,2113.0,0.0,0,3755.0
249075.0,2023-02,1930.0,0.0,0,6544.0
249075.0,2023-03,0.0,3350.0,1,3422.0
249075.0,2023-04,1554.0,2495.0,1,2691.0
249075.0,2023-05,0.0,0.0,0,2691.0
249075.0,2023-06,2614.0,0.0,0,5608.0
249075.0,2023-07,500.0,0.0,0,6363.0
249075.0,2023-08,4144.0,0.0,0,10665.0
249075.0,2023-09,0.0,8405.0,1,2435.0
249075.0,2023-10,0.0,0.0,0,2435.0
249359.0,2022-08,616.0,0.0,0,2223.0
249359.0,2022-09,0.0,0.0,0,2223.0
249359.0,2022-10,0.0,0.0,0,4633.0
249359.0,2022-11,0.0,0.0,0,5978.0
249359.0,2022-12,647.0,4400.0,1,2591.0
249359.0,2023-01,0.0,0.0,0,2636.0
249359.0,2023-02,0.0,0.0,0,3373.0
249359.0,2023-03,1128.0,3215.0,1,1982.0
249359.0,2023-04,0.0,0.0,0,2061.0
249359.0,2023-05,250.0,0.0,0,7962.0
249359.0,2023-06,4936.0,19105.0,2,9762.0
249359.0,2023-07,2882.0,8465.0,1,13818.0
249359.0,2023-08,1000.0,39795.0,3,17090.0
249359.0,2023-09,6669.0,35324.0,2,13614.0
249359.0,2023-10,12761.0,20032.0,1,37085.0
249753.0,2022-08,0.0,0.0,0,3749.0
249753.0,2022-09,0.0,0.0,0,3749.0
249753.0,2022-10,0.0,0.0,0,3883.0
249753.0,2022-11,1744.0,0.0,0,6636.0
249753.0,2022-12,0.0,0.0,0,7146.0
249753.0,2023-01,0.0,0.0,0,7731.0
249753.0,2023-02,0.0,4361.0,1,4309.0
249753.0,2023-03,0.0,0.0,0,4309.0
249753.0,2023-04,0.0,3215.0,1,1302.0
249753.0,2023-05,0.0,0.0,0,1302.0
249753.0,2023-06,0.0,0.0,0,1435.0
249753.0,2023-07,0.0,0.0,0,1514.0
249753.0,2023-08,0.0,0.0,0,1514.0
249753.0,2023-09,0.0,0.0,0,1514.0
249753.0,2023-10,0.0,0.0,0,1514.0
250453.0,2022-08,0.0,2200.0,1,1200.0
250453.0,2022-09,0.0,0.0,0,1287.0
250453.0,2022-10,0.0,0.0,0,1376.0
250453.0,2022-11,0.0,0.0,0,1522.0
250453.0,2022-12,0.0,0.0,0,1592.0
250453.0,2023-01,0.0,0.0,0,1814.0
250453.0,2023-02,0.0,0.0,0,2007.0
250453.0,2023-03,0.0,0.0,0,2141.0
250453.0,2023-04,0.0,0.0,0,2141.0
250453.0,2023-05,0.0,0.0,0,2141.0
250453.0,2023-06,0.0,0.0,0,2141.0
250453.0,2023-07,0.0,0.0,0,2141.0
250453.0,2023-08,0.0,0.0,0,2141.0
250453.0,2023-09,0.0,0.0,0,2141.0
250453.0,2023-10,0.0,0.0,0,2141.0
250995.0,2022-08,1911.0,0.0,0,7258.0
250995.0,2022-09,320.0,6860.0,1,1468.0
250995.0,2022-10,373.0,0.0,0,2222.0
250995.0,2022-11,0.0,0.0,0,2756.0
250995.0,2022-12,481.0,0.0,0,3310.0
250995.0,2023-01,31129.0,50590.0,5,14951.0
250995.0,2023-02,1470.0,53260.0,5,4339.0
250995.0,2023-03,564.0,50455.0,4,39892.0
250995.0,2023-04,1657.0,73765.0,5,35114.0
250995.0,2023-05,250.0,73000.0,5,34745.0
250995.0,2023-06,2603.0,57650.0,4,57857.0
250995.0,2023-07,26943.0,151665.0,6,29676.0
250995.0,2023-08,28227.0,195205.0,8,16890.0
250995.0,2023-09,63972.0,154405.0,8,143825.0
250995.0,2023-10,0.0,169400.0,5,188354.0
274275.0,2022-08,0.0,0.0,0,4133.0
274275.0,2022-09,0.0,0.0,0,4583.0
274275.0,2022-10,0.0,0.0,0,4909.0
274275.0,2022-11,0.0,0.0,0,4997.0
274275.0,2022-12,0.0,0.0,0,5039.0
274275.0,2023-01,0.0,0.0,0,5039.0
274275.0,2023-02,0.0,0.0,0,5039.0
274275.0,2023-03,0.0,0.0,0,5403.0
274275.0,2023-04,0.0,0.0,0,5467.0
274275.0,2023-05,0.0,0.0,0,5467.0
274275.0,2023-06,5814.0,0.0,0,7235.0
274275.0,2023-07,1480.0,0.0,0,8813.0
274275.0,2023-08,1050.0,8440.0,1,1536.0
274275.0,2023-09,10965.0,0.0,0,12554.0
274275.0,2023-10,0.0,0.0,0,12554.0
274787.0,2022-08,938.0,2173.0,1,63.0
274787.0,2022-09,0.0,0.0,0,92.0
274787.0,2022-10,0.0,0.0,0,128.0
274787.0,2022-11,0.0,0.0,0,246.0
274787.0,2022-12,0.0,0.0,0,246.0
274787.0,2023-01,0.0,0.0,0,246.0
274787.0,2023-02,0.0,0.0,0,1374.0
274787.0,2023-03,0.0,0.0,0,1767.0
274787.0,2023-04,200.0,0.0,0,2060.0
274787.0,2023-05,0.0,0.0,0,2183.0
274787.0,2023-06,0.0,0.0,0,2183.0
274787.0,2023-07,250.0,0.0,0,2574.0
274787.0,2023-08,2241.0,0.0,0,5128.0
274787.0,2023-09,400.0,0.0,0,5610.0
274787.0,2023-10,0.0,0.0,0,5610.0
276227.0,2022-08,0.0,2636.0,1,466.0
276227.0,2022-09,0.0,0.0,0,557.0
276227.0,2022-10,0.0,0.0,0,628.0
276227.0,2022-11,0.0,0.0,0,628.0
276227.0,2022-12,0.0,0.0,0,628.0
276227.0,2023-01,0.0,0.0,0,628.0
276227.0,2023-02,0.0,0.0,0,628.0
276227.0,2023-03,0.0,0.0,0,628.0
276227.0,2023-04,0.0,0.0,0,628.0
276227.0,2023-05,0.0,0.0,0,628.0
276227.0,2023-06,0.0,0.0,0,628.0
276227.0,2023-07,0.0,0.0,0,628.0
276227.0,2023-08,1050.0,0.0,0,1818.0
276227.0,2023-09,0.0,0.0,0,1876.0
276227.0,2023-10,0.0,0.0,0,1876.0
278327.0,2022-08,0.0,0.0,0,3648.0
278327.0,2022-09,0.0,0.0,0,3648.0
278327.0,2022-10,0.0,0.0,0,3883.0
278327.0,2022-11,0.0,0.0,0,3883.0
278327.0,2022-12,962.0,0.0,0,5037.0
278327.0,2023-01,0.0,0.0,0,5037.0
278327.0,2023-02,0.0,0.0,0,5157.0
278327.0,2023-03,0.0,0.0,0,5157.0
278327.0,2023-04,0.0,0.0,0,5157.0
278327.0,2023-05,0.0,0.0,0,5157.0
278327.0,2023-06,0.0,0.0,0,5157.0
278327.0,2023-07,0.0,0.0,0,5157.0
278327.0,2023-08,0.0,0.0,0,5157.0
278327.0,2023-09,0.0,0.0,0,5157.0
278327.0,2023-10,0.0,0.0,0,5157.0
278997.0,2022-08,0.0,35200.0,1,4101.0
278997.0,2022-09,0.0,4400.0,1,1342.0
278997.0,2022-10,2599.0,2200.0,1,3745.0
278997.0,2022-11,349.0,0.0,0,5835.0
278997.0,2022-12,2693.0,0.0,0,11318.0
278997.0,2023-01,0.0,0.0,0,11318.0
278997.0,2023-02,0.0,0.0,0,6943.0
278997.0,2023-03,0.0,0.0,0,9700.0
278997.0,2023-04,0.0,9470.0,1,861.0
278997.0,2023-05,753.0,0.0,0,2273.0
278997.0,2023-06,3799.0,0.0,0,7053.0
278997.0,2023-07,2160.0,0.0,0,10700.0
278997.0,2023-08,3644.0,0.0,0,16673.0
278997.0,2023-09,7390.0,15610.0,1,12191.0
278997.0,2023-10,0.0,0.0,0,14270.0
280229.0,2022-08,0.0,0.0,0,0.0
280229.0,2022-09,0.0,0.0,0,0.0
280229.0,2022-10,0.0,0.0,0,0.0
280229.0,2022-11,0.0,0.0,0,0.0
280229.0,2022-12,0.0,0.0,0,0.0
280229.0,2023-01,0.0,0.0,0,2885.0
280229.0,2023-02,0.0,2856.0,1,405.0
280229.0,2023-03,0.0,0.0,0,461.0
280229.0,2023-04,0.0,0.0,0,765.0
280229.0,2023-05,250.0,0.0,0,1181.0
280229.0,2023-06,0.0,0.0,0,1494.0
280229.0,2023-07,0.0,0.0,0,2087.0
280229.0,2023-08,0.0,0.0,0,2339.0
280229.0,2023-09,0.0,0.0,0,2899.0
280229.0,2023-10,0.0,0.0,0,3488.0
281405.0,2022-08,616.0,0.0,0,3193.0
281405.0,2022-09,0.0,0.0,0,3193.0
281405.0,2022-10,362.0,0.0,0,5040.0
281405.0,2022-11,719.0,0.0,0,7016.0
281405.0,2022-12,0.0,9276.0,2,668.0
281405.0,2023-01,3661.0,0.0,0,6348.0
281405.0,2023-02,0.0,0.0,0,8548.0
281405.0,2023-03,0.0,0.0,0,8548.0
281405.0,2023-04,250.0,10270.0,2,735.0
281405.0,2023-05,0.0,0.0,0,840.0
281405.0,2023-06,959.0,0.0,0,2586.0
281405.0,2023-07,500.0,2489.0,1,1624.0
281405.0,2023-08,18315.0,0.0,0,21595.0
281405.0,2023-09,800.0,0.0,0,23332.0
281405.0,2023-10,12809.0,32295.0,1,5978.0
281563.0,2022-08,0.0,0.0,0,3084.0
281563.0,2022-09,0.0,0.0,0,3140.0
281563.0,2022-10,0.0,0.0,0,3394.0
281563.0,2022-11,0.0,0.0,0,3612.0
281563.0,2022-12,0.0,0.0,0,3924.0
281563.0,2023-01,0.0,0.0,0,4330.0
281563.0,2023-02,0.0,1874.0,1,2830.0
281563.0,2023-03,0.0,3035.0,1,184.0
281563.0,2023-04,0.0,0.0,0,275.0
281563.0,2023-05,0.0,0.0,0,452.0
