cliente_id,mes,asignados,vistos,aceptados,completados
235937.0,2023-01,1,1,1,1
235937.0,2023-02,1,1,1,1
235937.0,2023-04,2,0,0,0
235937.0,2023-05,2,0,0,0
235937.0,2023-06,4,4,4,1
235937.0,2023-07,3,2,2,0
235937.0,2023-08,3,3,3,3
235937.0,2023-09,3,3,3,1
235937.0,2023-10,2,1,1,1
238571.0,2022-08,1,0,0,0
238571.0,2022-09,1,1,1,0
238571.0,2022-10,1,0,0,0
238571.0,2022-11,3,0,0,0
238571.0,2022-12,1,0,0,0
238571.0,2023-01,1,1,1,0
238571.0,2023-02,2,1,0,0
238571.0,2023-04,2,0,0,0
238571.0,2023-05,1,1,1,0
238571.0,2023-06,1,1,1,1
238571.0,2023-07,3,2,2,1
238571.0,2023-08,3,3,3,2
238571.0,2023-09,2,1,1,0
238571.0,2023-10,2,2,2,0
239789.0,2022-08,1,1,1,0
239789.0,2022-09,1,1,1,0
239789.0,2022-10,1,0,0,0
239789.0,2022-11,3,1,1,0
239789.0,2023-01,1,1,1,0
239789.0,2023-02,2,2,2,1
239789.0,2023-04,2,1,1,0
239789.0,2023-05,2,0,0,0
239789.0,2023-06,3,0,0,0
239789.0,2023-07,1,1,1,0
239789.0,2023-08,3,0,0,0
239789.0,2023-09,2,0,0,0
239789.0,2023-10,2,0,0,0
244993.0,2022-08,1,1,0,0
244993.0,2022-11,2,0,0,0
244993.0,2023-02,1,1,1,0
244993.0,2023-03,1,0,0,0
244993.0,2023-04,2,0,0,0
244993.0,2023-06,1,0,0,0
244993.0,2023-07,1,1,1,0
244993.0,2023-08,3,3,3,1
244993.0,2023-09,2,0,0,0
244993.0,2023-10,1,1,1,1
247633.0,2022-08,1,1,1,0
247633.0,2022-10,1,0,0,0
247633.0,2022-11,3,0,0,0
247633.0,2022-12,1,1,1,0
247633.0,2023-01,1,0,0,0
247633.0,2023-02,2,2,2,1
247633.0,2023-03,1,1,1,0
247633.0,2023-04,2,2,2,0
247633.0,2023-05,2,0,0,0
247633.0,2023-06,3,3,3,0
247633.0,2023-07,3,3,3,0
247633.0,2023-08,3,3,3,0
247633.0,2023-09,2,0,0,0
247633.0,2023-10,2,0,0,0
248141.0,2022-08,1,0,0,0
248141.0,2022-09,1,0,0,0
248141.0,2022-10,1,0,0,0
248141.0,2022-11,3,0,0,0
248141.0,2022-12,1,1,0,0
248141.0,2023-01,1,0,0,0
248141.0,2023-02,2,0,0,0
248141.0,2023-03,1,0,0,0
248141.0,2023-04,2,0,0,0
248141.0,2023-05,1,0,0,0
248141.0,2023-06,1,1,1,1
248141.0,2023-07,3,0,0,0
248141.0,2023-08,1,0,0,0
248141.0,2023-09,1,0,0,0
248141.0,2023-10,1,0,0,0
248185.0,2022-08,1,0,0,0
248185.0,2022-09,1,0,0,0
248185.0,2022-10,1,0,0,0
248185.0,2022-11,3,0,0,0
248185.0,2022-12,1,0,0,0
248185.0,2023-01,1,0,0,0
248185.0,2023-02,2,0,0,0
248185.0,2023-03,1,0,0,0
248185.0,2023-04,2,2,2,0
248185.0,2023-05,1,0,0,0
248185.0,2023-06,3,0,0,0
248185.0,2023-07,1,0,0,0
248185.0,2023-08,1,0,0,0
248185.0,2023-09,1,0,0,0
248185.0,2023-10,1,0,0,0
248587.0,2022-12,1,1,1,0
248587.0,2023-01,1,1,1,0
248587.0,2023-02,2,2,2,0
248587.0,2023-03,1,0,0,0
248587.0,2023-04,2,1,1,0
248587.0,2023-05,1,0,0,0
248587.0,2023-06,3,0,0,0
248587.0,2023-07,3,3,3,0
248587.0,2023-08,1,1,1,0
248587.0,2023-09,1,1,1,0
248587.0,2023-10,1,1,1,0
248745.0,2022-08,1,0,0,0
248745.0,2022-10,1,0,0,0
248745.0,2022-11,3,1,1,0
248745.0,2022-12,1,1,1,0
248745.0,2023-01,1,1,1,0
248745.0,2023-02,2,1,0,0
248745.0,2023-03,1,0,0,0
248745.0,2023-04,2,1,1,0
248745.0,2023-05,1,0,0,0
248745.0,2023-06,3,3,3,1
248745.0,2023-07,3,0,0,0
248745.0,2023-08,3,2,2,1
248745.0,2023-09,2,2,2,0
248745.0,2023-10,2,0,0,0
248901.0,2022-08,1,0,0,0
248901.0,2022-09,1,0,0,0
248901.0,2022-10,1,1,1,0
248901.0,2022-11,3,0,0,0
248901.0,2022-12,1,1,1,0
248901.0,2023-01,1,0,0,0
248901.0,2023-02,2,1,1,0
248901.0,2023-03,1,0,0,0
248901.0,2023-04,2,0,0,0
248901.0,2023-05,1,1,1,0
248901.0,2023-06,1,1,1,1
248901.0,2023-07,3,2,2,0
248901.0,2023-08,3,2,2,0
248901.0,2023-09,2,2,2,1
248901.0,2023-10,2,1,1,1
248905.0,2022-08,1,0,0,0
248905.0,2022-09,1,1,1,0
248905.0,2022-10,1,1,1,0
248905.0,2022-11,3,2,2,0
248905.0,2022-12,1,1,1,0
248905.0,2023-01,1,1,1,0
248905.0,2023-02,2,2,2,0
248905.0,2023-03,1,1,1,0
248905.0,2023-04,2,1,1,0
248905.0,2023-05,1,0,0,0
248905.0,2023-06,1,0,0,0
248905.0,2023-07,1,1,1,0
248905.0,2023-08,1,0,0,0
248905.0,2023-09,2,2,2,1
248905.0,2023-10,2,0,0,0
249075.0,2022-08,1,1,1,0
249075.0,2022-09,1,1,1,0
249075.0,2022-10,1,1,1,0
249075.0,2022-11,3,1,1,0
249075.0,2022-12,1,1,1,0
249075.0,2023-01,1,1,1,0
249075.0,2023-02,2,2,2,0
249075.0,2023-03,1,1,1,0
249075.0,2023-04,2,2,2,2
249075.0,2023-05,2,2,2,0
249075.0,2023-06,3,3,3,1
249075.0,2023-07,3,1,1,0
249075.0,2023-08,3,0,0,0
249075.0,2023-09,2,2,2,0
249075.0,2023-10,1,0,0,0
249359.0,2022-08,1,1,1,0
249359.0,2022-10,1,0,0,0
249359.0,2022-11,3,1,1,0
249359.0,2022-12,1,1,1,0
249359.0,2023-01,1,0,0,0
249359.0,2023-02,2,2,2,0
249359.0,2023-03,1,1,1,0
249359.0,2023-04,2,2,2,0
249359.0,2023-05,1,1,1,0
249359.0,2023-06,4,4,4,2
249359.0,2023-07,3,3,3,0
249359.0,2023-08,3,3,3,0
249359.0,2023-09,2,2,2,1
249359.0,2023-10,2,2,2,2
249753.0,2022-08,1,1,1,0
249753.0,2022-09,1,1,1,0
249753.0,2022-10,1,1,1,0
249753.0,2022-11,3,1,1,0
249753.0,2022-12,1,1,1,0
249753.0,2023-01,1,1,1,0
249753.0,2023-02,2,2,2,0
249753.0,2023-03,1,0,0,0
249753.0,2023-04,2,2,2,0
249753.0,2023-05,1,0,0,0
249753.0,2023-06,1,0,0,0
249753.0,2023-07,3,0,0,0
250453.0,2022-08,1,0,0,0
250453.0,2022-09,1,0,0,0
250453.0,2022-10,1,0,0,0
250453.0,2022-11,3,0,0,0
250453.0,2022-12,1,0,0,0
250453.0,2023-01,1,0,0,0
250453.0,2023-02,2,0,0,0
250453.0,2023-03,1,0,0,0
250453.0,2023-04,2,0,0,0
250995.0,2022-08,1,0,0,0
250995.0,2022-09,1,1,1,0
250995.0,2022-10,1,1,1,0
250995.0,2022-11,3,1,1,0
250995.0,2022-12,1,1,1,0
250995.0,2023-01,1,1,1,0
250995.0,2023-02,2,2,2,0
250995.0,2023-03,1,1,1,0
250995.0,2023-04,2,2,2,0
250995.0,2023-05,2,2,2,0
250995.0,2023-06,3,2,2,1
250995.0,2023-07,3,3,3,2
250995.0,2023-08,3,2,2,0
250995.0,2023-09,2,2,2,1
250995.0,2023-10,2,2,2,0
274275.0,2022-08,1,0,0,0
274275.0,2022-09,1,1,0,0
274275.0,2022-10,1,0,0,0
274275.0,2022-11,3,0,0,0
274275.0,2022-12,1,0,0,0
274275.0,2023-01,1,0,0,0
274275.0,2023-02,2,0,0,0
274275.0,2023-03,1,0,0,0
274275.0,2023-04,2,0,0,0
274275.0,2023-06,1,1,1,0
274275.0,2023-07,3,2,2,1
274275.0,2023-08,3,3,3,0
274275.0,2023-09,2,2,2,0
274275.0,2023-10,2,0,0,0
274787.0,2022-08,1,1,1,0
274787.0,2022-09,1,1,1,0
274787.0,2022-10,1,1,1,0
274787.0,2022-11,3,2,2,0
274787.0,2022-12,1,1,1,0
274787.0,2023-02,2,2,2,0
274787.0,2023-03,1,1,1,0
274787.0,2023-04,2,2,2,0
274787.0,2023-05,1,0,0,0
274787.0,2023-06,1,0,0,0
274787.0,2023-07,1,1,1,0
274787.0,2023-08,1,1,1,1
274787.0,2023-09,1,1,1,0
274787.0,2023-10,2,1,1,0
276227.0,2022-08,1,0,0,0
276227.0,2022-09,1,0,0,0
276227.0,2022-10,1,0,0,0
276227.0,2022-11,3,0,0,0
276227.0,2022-12,1,0,0,0
276227.0,2023-01,1,0,0,0
276227.0,2023-02,2,0,0,0
276227.0,2023-03,1,0,0,0
276227.0,2023-07,1,1,1,0
276227.0,2023-08,1,1,1,0
276227.0,2023-09,1,0,0,0
276227.0,2023-10,1,0,0,0
278327.0,2022-08,1,0,0,0
278327.0,2022-09,1,0,0,0
278327.0,2022-10,1,0,0,0
278327.0,2022-11,3,0,0,0
278327.0,2022-12,1,0,0,0
278327.0,2023-01,1,1,1,0
278327.0,2023-02,1,0,0,0
278327.0,2023-04,2,0,0,0
278327.0,2023-05,1,0,0,0
278327.0,2023-06,1,0,0,0
278327.0,2023-07,1,0,0,0
278997.0,2022-08,1,1,1,0
278997.0,2022-09,1,1,1,0
278997.0,2022-10,1,1,1,1
278997.0,2022-11,2,1,1,0
278997.0,2022-12,1,1,1,1
278997.0,2023-02,2,0,0,0
278997.0,2023-03,1,1,1,0
278997.0,2023-04,2,2,2,0
278997.0,2023-05,1,1,1,0
278997.0,2023-06,4,3,3,1
278997.0,2023-07,3,3,3,1
278997.0,2023-08,3,3,3,2
278997.0,2023-09,2,2,2,1
278997.0,2023-10,2,1,1,0
280229.0,2023-01,1,1,1,0
280229.0,2023-02,2,1,1,0
280229.0,2023-03,1,0,0,0
280229.0,2023-04,2,0,0,0
280229.0,2023-05,1,0,0,0
280229.0,2023-06,4,0,0,0
280229.0,2023-07,3,0,0,0
280229.0,2023-08,1,0,0,0
280229.0,2023-09,1,0,0,0
280229.0,2023-10,1,0,0,0
281405.0,2022-08,1,1,1,0
281405.0,2022-10,1,0,0,0
281405.0,2022-11,3,1,1,0
281405.0,2022-12,1,1,1,0
281405.0,2023-01,1,1,1,1
281405.0,2023-02,1,0,0,0
281405.0,2023-04,2,2,2,0
281405.0,2023-05,1,1,1,0
281405.0,2023-06,3,0,0,0
281405.0,2023-07,3,0,0,0
281405.0,2023-08,3,3,3,3
281405.0,2023-09,2,2,2,0
281405.0,2023-10,2,2,2,2
281563.0,2022-08,1,0,0,0
281563.0,2022-09,1,0,0,0
281563.0,2022-10,1,0,0,0
281563.0,2022-11,3,0,0,0
281563.0,2022-12,1,0,0,0
281563.0,2023-01,1,1,0,0
281563.0,2023-02,2,1,1,0
281563.0,2023-03,1,0,0,0
281563.0,2023-04,1,1,1,0
281563.0,2023-05,1,0,0,0
281563.0,2023-06,1,1,0,0
281563.0,2023-07,1,0,0,0
284309.0,2022-08,1,0,0,0
284309.0,2022-10,1,0,0,0
284309.0,2022-11,3,0,0,0
284309.0,2022-12,1,0,0,0
284309.0,2023-01,1,0,0,0
284309.0,2023-02,2,0,0,0
284309.0,2023-03,1,0,0,0
284309.0,2023-04,2,0,0,0
284309.0,2023-07,1,0,0,0
284309.0,2023-08,1,0,0,0
284309.0,2023-10,1,1,1,0
289025.0,2022-08,1,0,0,0
289025.0,2022-09,1,0,0,0
289025.0,2022-10,1,0,0,0
289025.0,2022-11,3,0,0,0
289025.0,2022-12,1,0,0,0
289025.0,2023-01,1,0,0,0
289025.0,2023-02,2,0,0,0
289025.0,2023-03,1,1,0,0
289025.0,2023-04,2,1,1,1
289025.0,2023-05,2,1,1,1
289025.0,2023-06,3,3,2,2
289025.0,2023-07,3,1,0,0
289025.0,2023-08,3,2,2,0
289025.0,2023-09,2,1,1,1
289025.0,2023-10,2,2,0,0
291141.0,2022-08,1,0,0,0
291141.0,2022-09,1,0,0,0
291141.0,2022-10,1,0,0,0
291141.0,2022-11,3,0,0,0
291141.0,2022-12,1,0,0,0
291141.0,2023-01,1,0,0,0
291141.0,2023-02,2,2,2,0
291141.0,2023-03,1,1,1,0
291141.0,2023-04,2,0,0,0
291141.0,2023-05,1,0,0,0
291141.0,2023-06,1,0,0,0
291141.0,2023-07,1,1,1,1
291141.0,2023-08,1,1,1,0
291141.0,2023-09,2,0,0,0
291141.0,2023-10,2,2,2,0
292341.0,2022-08,1,1,1,0
292341.0,2022-09,1,0,0,0
292341.0,2022-10,1,0,0,0
292341.0,2022-11,2,0,0,0
292341.0,2022-12,1,0,0,0
292341.0,2023-01,1,0,0,0
292341.0,2023-02,2,1,0,0
292341.0,2023-03,1,1,1,0
292341.0,2023-04,2,2,2,1
292341.0,2023-05,1,0,0,0
292341.0,2023-06,3,0,0,0
292341.0,2023-07,1,0,0,0
292341.0,2023-08,3,0,0,0
292341.0,2023-09,1,0,0,0
292341.0,2023-10,1,0,0,0
295547.0,2022-08,1,1,1,0
295547.0,2022-09,1,1,1,0
295547.0,2022-10,1,1,1,0
295547.0,2022-11,3,2,2,0
295547.0,2022-12,1,1,1,1
295547.0,2023-02,2,2,2,1
295547.0,2023-03,1,1,1,0
295547.0,2023-04,2,2,2,1
295547.0,2023-05,2,2,2,0
295547.0,2023-06,3,0,0,0
295547.0,2023-07,1,0,0,0
295547.0,2023-08,3,1,1,0
295547.0,2023-09,1,1,1,1
295547.0,2023-10,2,2,2,0
295769.0,2022-10,1,0,0,0
295769.0,2022-12,1,0,0,0
295769.0,2023-01,1,0,0,0
297025.0,2022-08,1,0,0,0
297025.0,2022-09,1,1,1,0
297025.0,2022-10,1,1,1,0
297025.0,2022-11,3,1,1,0
297025.0,2022-12,1,1,1,0
297025.0,2023-01,1,1,1,0
297025.0,2023-02,2,2,2,0
297025.0,2023-03,1,1,1,0
297025.0,2023-04,2,2,2,1
297025.0,2023-05,2,2,2,0
297025.0,2023-06,4,0,0,0
297025.0,2023-07,3,2,2,0
297025.0,2023-08,3,3,3,0
297025.0,2023-09,2,0,0,0
297025.0,2023-10,2,0,0,0
311185.0,2022-08,1,0,0,0
311185.0,2022-09,1,0,0,0
311185.0,2022-10,1,0,0,0
311185.0,2022-11,3,0,0,0
311185.0,2022-12,1,0,0,0
311185.0,2023-01,1,1,1,1
311185.0,2023-02,1,0,0,0
311185.0,2023-03,1,0,0,0
311185.0,2023-04,2,1,1,0
311185.0,2023-05,1,0,0,0
311185.0,2023-06,3,0,0,0
311185.0,2023-07,3,1,1,0
311185.0,2023-08,3,0,0,0
311185.0,2023-09,1,1,1,0
311185.0,2023-10,1,1,1,1
312069.0,2022-09,1,0,0,0
312069.0,2022-10,1,0,0,0
312225.0,2022-08,1,1,1,0
312225.0,2022-09,1,1,0,0
312225.0,2022-10,1,1,1,0
312225.0,2022-11,3,0,0,0
312225.0,2022-12,1,1,1,0
312225.0,2023-01,1,1,1,0
312225.0,2023-02,2,0,0,0
312225.0,2023-03,1,1,1,1
312225.0,2023-04,1,1,1,0
312225.0,2023-05,2,0,0,0
312225.0,2023-06,1,0,0,0
312225.0,2023-07,1,0,0,0
312225.0,2023-08,1,0,0,0
312225.0,2023-09,1,0,0,0
312225.0,2023-10,1,0,0,0
312303.0,2022-08,1,1,1,0
312303.0,2022-09,1,0,0,0
312303.0,2022-10,1,1,0,0
312303.0,2022-11,3,0,0,0
312303.0,2022-12,1,0,0,0
312303.0,2023-01,1,0,0,0
312303.0,2023-02,2,1,0,0
312303.0,2023-03,1,0,0,0
312303.0,2023-04,2,1,1,0
312303.0,2023-05,1,0,0,0
312303.0,2023-06,4,0,0,0
312303.0,2023-07,1,0,0,0
312303.0,2023-08,1,1,1,0
312303.0,2023-09,1,0,0,0
312303.0,2023-10,1,0,0,0
314701.0,2022-08,1,1,1,0
314701.0,2022-09,1,1,1,0
314701.0,2022-10,1,1,1,1
314701.0,2022-11,2,0,0,0
314701.0,2023-01,1,0,0,0
314701.0,2023-02,2,0,0,0
314701.0,2023-04,2,0,0,0
314701.0,2023-05,1,1,1,0
314701.0,2023-06,1,1,1,1
314701.0,2023-07,3,0,0,0
314701.0,2023-08,1,0,0,0
314701.0,2023-09,1,0,0,0
314701.0,2023-10,1,0,0,0
314887.0,2022-08,1,1,1,0
314887.0,2022-09,1,1,1,0
314887.0,2022-10,1,1,1,1
314887.0,2022-11,2,2,1,0
314887.0,2022-12,1,1,1,0
314887.0,2023-01,1,1,1,0
314887.0,2023-02,2,2,2,0
314887.0,2023-03,1,1,1,0
314887.0,2023-04,2,2,2,0
314887.0,2023-05,2,2,2,0
314887.0,2023-06,3,3,3,3
314887.0,2023-07,3,3,3,3
314887.0,2023-08,3,3,3,3
314887.0,2023-09,2,2,2,2
314887.0,2023-10,2,2,2,1
315259.0,2022-08,1,1,0,0
315259.0,2022-09,1,0,0,0
315259.0,2022-10,1,0,0,0
315259.0,2022-11,3,0,0,0
315259.0,2022-12,1,0,0,0
315259.0,2023-01,1,0,0,0
315259.0,2023-02,2,0,0,0
315259.0,2023-03,1,0,0,0
315259.0,2023-04,2,1,1,1
315259.0,2023-05,1,1,1,0
315259.0,2023-06,4,2,2,1
315259.0,2023-07,3,3,3,0
315259.0,2023-08,3,3,3,1
315259.0,2023-09,2,2,2,0
315259.0,2023-10,2,2,2,1
315765.0,2022-08,1,0,0,0
315765.0,2022-09,1,0,0,0
315765.0,2022-10,1,1,1,0
315765.0,2022-11,3,0,0,0
315765.0,2022-12,1,0,0,0
315765.0,2023-02,2,1,1,0
315765.0,2023-03,1,1,1,0
315765.0,2023-04,2,0,0,0
315765.0,2023-06,1,0,0,0
315765.0,2023-07,1,0,0,0
315765.0,2023-08,1,0,0,0
315765.0,2023-09,2,2,2,1
315765.0,2023-10,1,1,1,0
315783.0,2022-08,1,0,0,0
315783.0,2022-09,1,1,0,0
315783.0,2022-10,1,0,0,0
315783.0,2022-11,3,0,0,0
315783.0,2022-12,1,0,0,0
315783.0,2023-01,1,1,0,0
315783.0,2023-02,2,2,2,0
315783.0,2023-03,1,0,0,0
315783.0,2023-04,2,0,0,0
315783.0,2023-05,1,0,0,0
315783.0,2023-06,1,0,0,0
315783.0,2023-07,1,0,0,0
315783.0,2023-08,1,0,0,0
315783.0,2023-09,1,0,0,0
317283.0,2022-08,1,0,0,0
317283.0,2022-10,1,0,0,0
317283.0,2022-11,3,0,0,0
317283.0,2022-12,1,0,0,0
317283.0,2023-01,1,0,0,0
317283.0,2023-02,2,0,0,0
317283.0,2023-03,1,0,0,0
317283.0,2023-04,2,0,0,0
317283.0,2023-05,1,0,0,0
317283.0,2023-06,1,0,0,0
317283.0,2023-07,1,0,0,0
317283.0,2023-08,1,0,0,0
317283.0,2023-09,1,0,0,0
317283.0,2023-10,1,0,0,0
318305.0,2022-08,1,0,0,0
318305.0,2022-09,1,1,0,0
318305.0,2022-10,1,1,1,0
318305.0,2022-11,3,0,0,0
318305.0,2022-12,1,1,1,0
318305.0,2023-01,1,0,0,0
318305.0,2023-02,2,2,2,0
318305.0,2023-03,1,1,1,0
318305.0,2023-04,1,1,1,0
318305.0,2023-05,1,0,0,0
318305.0,2023-06,2,1,1,0
318305.0,2023-07,3,0,0,0
318305.0,2023-08,3,2,2,0
318305.0,2023-09,2,2,2,0
318305.0,2023-10,2,0,0,0
319271.0,2022-08,1,1,1,0
319271.0,2022-09,1,0,0,0
319271.0,2022-10,1,0,0,0
319271.0,2022-11,3,0,0,0
319271.0,2022-12,1,0,0,0
319271.0,2023-02,2,0,0,0
319271.0,2023-03,1,0,0,0
319271.0,2023-04,2,0,0,0
319271.0,2023-06,3,0,0,0
319271.0,2023-07,3,0,0,0
319271.0,2023-08,3,2,2,1
319271.0,2023-09,1,0,0,0
319271.0,2023-10,1,0,0,0
334323.0,2022-08,1,1,1,0
334323.0,2022-09,1,1,1,0
334323.0,2022-10,1,1,1,0
334323.0,2022-11,3,2,2,0
334323.0,2022-12,1,1,1,0
334323.0,2023-01,1,1,1,0
334323.0,2023-02,2,2,2,0
334323.0,2023-03,1,1,1,0
334323.0,2023-04,2,2,2,1
334323.0,2023-05,1,1,1,0
334323.0,2023-06,3,1,1,0
334323.0,2023-07,3,3,3,1
334323.0,2023-08,3,3,3,1
334323.0,2023-09,2,2,2,0
334323.0,2023-10,1,1,1,0
335371.0,2022-08,1,1,1,1
335371.0,2022-10,1,0,0,0
335371.0,2022-11,3,1,1,0
335371.0,2023-02,2,2,2,1
335371.0,2023-04,1,1,1,1
335371.0,2023-06,3,2,2,0
335371.0,2023-07,3,3,3,1
335371.0,2023-08,3,3,3,0
335371.0,2023-09,2,1,1,0
335371.0,2023-10,2,2,2,0
335377.0,2022-08,1,1,1,1
335377.0,2022-10,1,1,1,0
335377.0,2022-11,3,0,0,0
335377.0,2022-12,1,1,1,1
335377.0,2023-02,2,0,0,0
335377.0,2023-04,2,1,1,0
335377.0,2023-05,1,1,1,0
335377.0,2023-06,3,2,2,0
335377.0,2023-07,3,3,3,1
335377.0,2023-08,3,3,3,1
335377.0,2023-09,2,2,2,0
335377.0,2023-10,2,2,2,0
335379.0,2022-08,1,1,1,1
335379.0,2022-10,1,1,1,0
335379.0,2022-11,3,1,1,0
335379.0,2023-02,2,2,2,1
335379.0,2023-04,1,1,1,1
335379.0,2023-06,3,3,3,3
335379.0,2023-07,3,3,3,0
335379.0,2023-08,3,3,3,2
335379.0,2023-09,2,1,1,0
335379.0,2023-10,2,2,2,0
336809.0,2022-08,1,1,1,0
336809.0,2022-09,1,1,1,0
336809.0,2022-10,1,1,1,0
336809.0,2022-11,3,2,2,0
336809.0,2022-12,1,1,1,0
336809.0,2023-01,1,1,1,0
336809.0,2023-02,2,2,2,0
336809.0,2023-03,1,1,1,0
